2026-09-04 21:24:58,864 INFO hermes_cli.main: Checkout changed since last launch (unknown -> git:refs/heads/main:d3630f853239e8c41ce7201e09fbdf39bcbc5431): cleared 46 stale __pycache__ directories
2026-09-04 21:29:55,293 INFO hermes_cli.plugins: Plugin 'browser-browser-use' registered browser provider: browser-use
2026-09-04 21:29:55,313 INFO hermes_cli.plugins: Plugin 'browser-browserbase' registered browser provider: browserbase
2026-09-04 21:29:55,326 INFO hermes_cli.plugins: Plugin 'browser-firecrawl' registered browser provider: firecrawl
2026-09-04 21:29:55,542 INFO hermes_cli.plugins: Plugin 'deepinfra' registered image_gen provider: deepinfra
2026-09-04 21:29:55,550 INFO hermes_cli.plugins: Plugin 'fal' registered image_gen provider: fal
2026-09-04 21:29:55,572 INFO hermes_cli.plugins: Plugin 'krea' registered image_gen provider: krea
2026-09-04 21:29:55,580 INFO hermes_cli.plugins: Plugin 'meta-ai-image-gen' registered image_gen provider: meta-ai
2026-09-04 21:29:55,591 INFO hermes_cli.plugins: Plugin 'openai' registered image_gen provider: openai
2026-09-04 21:29:55,609 INFO hermes_cli.plugins: Plugin 'openai-codex' registered image_gen provider: openai-codex
2026-09-04 21:29:55,643 INFO hermes_cli.plugins: Plugin 'openrouter' registered image_gen provider: openrouter
2026-09-04 21:29:55,644 INFO hermes_cli.plugins: Plugin 'openrouter' registered image_gen provider: nous
2026-09-04 21:29:55,672 INFO hermes_cli.plugins: Plugin 'xai' registered image_gen provider: xai
2026-09-04 21:29:55,729 INFO hermes_cli.plugins: Plugin 'deepinfra' registered video_gen provider: deepinfra
2026-09-04 21:29:55,750 INFO hermes_cli.plugins: Plugin 'fal' registered video_gen provider: fal
2026-09-04 21:29:55,771 INFO hermes_cli.plugins: Plugin 'xai' registered video_gen provider: xai
2026-09-04 21:29:55,812 INFO hermes_cli.plugins: Plugin 'web-brave-free' registered web provider: brave-free
2026-09-04 21:29:55,829 INFO hermes_cli.plugins: Plugin 'web-ddgs' registered web provider: ddgs
2026-09-04 21:29:55,844 INFO hermes_cli.plugins: Plugin 'web-exa' registered web provider: exa
2026-09-04 21:29:55,895 INFO hermes_cli.plugins: Plugin 'web-firecrawl' registered web provider: firecrawl
2026-09-04 21:29:55,914 INFO hermes_cli.plugins: Plugin 'web-keenable' registered web provider: keenable
2026-09-04 21:29:55,928 INFO hermes_cli.plugins: Plugin 'web-parallel' registered web provider: parallel
2026-09-04 21:29:55,939 INFO hermes_cli.plugins: Plugin 'web-searxng' registered web provider: searxng
2026-09-04 21:29:55,954 INFO hermes_cli.plugins: Plugin 'web-tavily' registered web provider: tavily
2026-09-04 21:29:55,980 INFO hermes_cli.plugins: Plugin 'web-xai' registered web provider: xai
2026-09-04 21:29:57,146 INFO hermes_cli.plugins: Plugin discovery complete: 56 found, 50 enabled
2026-09-04 22:30:01,811 WARNING hermes_cli.plugins: Failed to load plugin 'wecom-platform': dlopen failed: cannot locate symbol "PyModule_Type" referenced by "/data/data/com.termux/files/home/.hermes/hermes-agent/venv/lib/python3.13/site-packages/cryptography/hazmat/bindings/_rust.abi3.so"...
2026-09-04 22:40:18,932 INFO tools.lazy_deps: Lazy-installing boto3==1.42.89 for feature 'provider.bedrock'
2026-09-04 22:40:35,816 INFO tools.lazy_deps: Lazy install complete for feature 'provider.bedrock'
2026-09-04 22:40:42,903 WARNING agent.auxiliary_client: Auxiliary: marking openrouter unhealthy for 60s (payment / credit error). Subsequent auxiliary calls will skip it until 22:41:42.
2026-09-04 22:40:42,926 WARNING agent.auxiliary_client: Auxiliary Nous client unavailable: no Nous authentication found (run: hermes auth).
2026-09-04 22:40:42,927 WARNING agent.auxiliary_client: Auxiliary: marking nous unhealthy for 60s (payment / credit error). Subsequent auxiliary calls will skip it until 22:41:42.
2026-09-04 22:40:42,928 WARNING agent.auxiliary_client: resolve_provider_client: nous requested but Nous Portal not configured (run: hermes auth)
2026-09-04 22:40:43,199 INFO agent.credential_pool: credential pool: no available entries (all exhausted or empty)
2026-09-04 22:40:43,218 INFO agent.credential_pool: credential pool: no available entries (all exhausted or empty)
2026-09-04 22:51:48,080 INFO hermes_cli.plugins: Plugin 'browser-browser-use' registered browser provider: browser-use
